,Company,JobTitle,Location,EmploymentType,Seniority,Category,GovSupport,Minsalary,Maxsalary,Monthly,JobLink,PostedDate,ClosingDate,RoleResponsibility,Requirements
221,Public Service Division,"Executive / Senior Executive (Talent Management), PSC Sect",Islandwide,Permanent,Professional,Engineering ...,,,,,/job/4fb2e53f951ce1a4672757e174bddc6c,11-Apr-18,25-Apr-18,"The Public Service Commission (PSC) was constituted in 1951 as an independent organ of state to appoint, promote, transfer, dismiss and exercise disciplinary control over public officers. The PSC Secretariat provides secretariat support to the PSC. This includes formulating conduct and discipline policies, to ensure that officers maintain the highest standards of personal conduct and integrity.åÊOne significant non-statutory role of the PSC is the award of PSC scholarships for undergraduate and postgraduate studies. The Secretariat assists in the formulation of scholarship policies, talent attraction and development of PSC scholarship holders as potential future leaders in the Public Service. Reporting to the Assistant Director (Talent Management), you will be part of the team to support and facilitate the Public Service Commission‰Ûªs work in securing and developing top-tier talent through PSC scholarships and maintaining oversight on scholarships throughout the public service. Responsibilities  Develop deep expertise and specialist knowledge in careers in the Singapore Public Service, local and overseas tertiary education landscape, and various HR methodologies for developing top-tier talent. Be a good coach and provide advice to scholarship holders, on their development plans, career paths and assess/monitor their academic progress and participation in CCA, to ensure an all rounded development. Counsel scholarship holders who are not coping well. Manage administrative matters pertaining to scholarship holders' finances, legal agreements, university relations and other forms of sponsorships.åÊ Network with partners such as local and overseas tertiary institutions, as well as engage pre-University students, their parents and teachers. Manage and develop effective and innovative top-tier scholarship administration policies and solutions, and coordinate resources on behalf of other scholarship-awarding agencies on implementation. Provide consulting services to the Ministries on scholarship administration. Oversee, plan and execute high-signature scholarship events/ceremonies and other development programmes for scholarship holders.  Monitor and evaluate competition both from local and overseas sponsoring bodies, market trends, anticipate future challenges and provide inputs to higher management to facilitate long-term planning through key Management Reports. Stay abreast of external practices to recommend leading practices that can be adapted for use in the Civil Service. Build knowledge management and promote sharing of information and best-practices in scholar development methodology and scholarship administration.   åÊ  åÊ  Requirements [Values]  We are looking for self-motivated individuals who value integrity, teamwork and take pride in going the extra mile to provide excellent service.[Work Experience & Competencies]   In addition, an ideal candidate should possess the following:  [Understanding the Business] Possess basic appreciation of the strategic role, purpose, objectives and challenges of HR practices in the Public Service. Prior work experience in the HR field of Public Sector is not required, but preferred [Leveraging Data and Research] Strong planning and analytical skills to leverage the use of data and research [Leadership and Talent Management] Experienced in managing talent and onboarding matters which include induction, training and development [Facilitation & Delivery through People] Experienced in designing and organising facilitation, engagement and networking sessions for both small and large groups    Being competent in the technical area(s) is advantageous but not essential:  An understanding of theåÊlocal/overseas universities, education systems, and/oråÊfluency in foreign languages (Japanese, French or German) may be a plus.  [Personal Traits]   Confident communicator who can interact with local and international partners  Strong, analytical, interpersonal and mentoring skills Organised, meticulous and able to multi-task Good team player who is able to thrive in a fast-paced environment  åÊ Shortlisted candidates will be notified within 2 weeks after the closing date. Successful candidates will be offered a 2-year contract in the first instance.",-
222,DELOITTE & TOUCHE ENTERPRISE RISK SERVICES PTE LTD,Associate / Consultant (Cyber Risk Services),Central,Permanent,Executive,Human Resources  ...,,"$2,700 ","$5,000 ",Monthly,/job/574c0148593ad29482b34138073a25aa,11-Apr-18,11-May-18,"Our Cyber Risk Servcies team helps clients protect the software applications that support these initiatives by assisting companies against data security breaches, data leakage, and cyber threats.   åÊ   You will be part of a technical team that analyse, design and implement enterprise IT Security solutions according to security best practices.åÊ   åÊ   Your role will involve performing delivery work which includes developing bespoke components (software programming) and/or deploying and customising COTS security products.åÊåÊ You will be working in a fast-paced and dynamic environment to meet or exceed client expectations.","The successful candidate will effectively carry out these duties by possessing the below credentials:   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ 1 to 3 years of professional service experience in the following technical areas(s):   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Java, C++ or C application programming   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Implementing enterprise Java applications   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Web application (J2EE, JSP) framework and development ‰ÛÒ will to be hands-on in writing source codes and/or scripts   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Full SDLC cycles for medium to large enterprise system implementation (project phase and maintenance phase)   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Knowledge of information security desirable but not mandatory   In addition, we are looking for a versatile team player who possess the below qualities:   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Strong problem solving and analytical skills   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Meticulous in execution of tasks   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Keen and excel in both technical delivery work as well as client facing duties   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Excellent oral and written communication, strong organization and interpersonal skills   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Experience with a professional services firm or equivalent will be advantageous   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Degree in Computer Science, Engineering, Information Systems or equivalent   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ CISA, CISM,SCJP and/or applicable professional certifications is an advantage   åÊ   If you believe you have what it takes, please apply online stating the following details:   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Your current monthly salary   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Your expected monthly salary   åáåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Your availability/notice period   åÊ   We regret that only shortlisted applicants will be notified."
223,CHANGI AIRPORTS INTERNATIONAL PTE. LTD.,Economist,Central,Permanent,Executive,Human Resources  ...,Government support available,"$5,000 ","$8,000 ",Monthly,/job/ae75377c245eeb5cb56dad3a15582863,11-Apr-18,11-May-18,"You will be a key member of the Consultancy Team to provide macroeconomic research analysis for overseas airport investments and consultancy projects. You will analyse the economic, political and other social factors of the countries that the company invests or may potentially invest in or in which the company provides aviation consultancy services to assess the feasibility of the investments or recommend the appropriate solutions to our consultancy clients. You will develop econometric and statistical models for forecasting macroeconomic trends, traffic growth, airport retail demand and capacity planning. This will also involve devising methods and procedures for data collection and the analysis of data collected. In addition, you will examine aviation policies and regulatory issues, develop positions and responses to proposals in aviation and regulatory policies. You will also be expected to analyse the global aviation sector to uncover new trends in air travel, airport competition and development.åÊ åÊ åÊ",You must have a PhD or Masters in economics and more than 8 years‰Ûª experience in similar capacity on macroeconomic research building econometric and empirical models. Experience in emerging countries is an advantage.
224,NANYANG TECHNOLOGICAL UNIVERSITY,Senior Executive (1800003B),East,Full Time,Executive,Accounting / Auditing / Taxation ...,Government support available,,,,/job/62cec46f188f60a34ff061f6692caccc,11-Apr-18,11-May-18,"The Senior Executive will support the Programme Management team of the University Wellbeing Centre to execute a wide range of duties which includes managing events; tracking and monitoring of various matters, and providing other logistical and administrative support. åÊHe/she will also maintain documentation relating to projects, track and report progress and contribute to knowledge building in relevant areas. The Senior Executive is required to support the Manager in: 1.åÊåÊ åÊFinance/ Budget -åÊåÊ åÊCoordinating UWC‰Ûªs annual budget and ensuring compliance to the university‰Ûªs financial regulations and framework. -åÊåÊ åÊPreparing timely and confidential financial reports for submission to management. 2.åÊåÊ åÊRecruitment -åÊåÊ åÊCoordinating with relevant parties on the confidential recruitment process of new or replacement staff members. 3.åÊåÊ åÊInformation Technology -åÊåÊ åÊWorking with relevant parties on meeting the IT needs of the centre, and ensuring compliance to the university‰Ûªs IT regulations and framework. 4.åÊåÊ åÊFacilities management -åÊåÊ åÊWorking with relevant parties on facilities and safety needs of the centre, and ensure compliance to the university‰Ûªs building regulations and framework. 5.åÊåÊ åÊData collation -åÊåÊ åÊOverseeing the collation and generation of confidential statistical data for reporting purpose to Head, UWC and relevant authorities. 6.åÊåÊ åÊSpecial projects -åÊåÊ åÊParticipating in committees or taskforces as assigned by Head, UWC or Director, SAO","Requirements: ‰Û¢åÊåÊ åÊMinimum a good diploma with 4 years of work experience, or degree from a recognised university with 1 year of work experience, preferably in accounting, human resource or business studies. ‰Û¢åÊåÊ åÊHas experience in supporting administrative functions and corporate services. ‰Û¢åÊåÊ åÊGood interpersonal and communications skills ‰Û¢åÊåÊ åÊIndependent, self-starter, team player, timeliness, accuracy, and attention to detail ‰Û¢åÊåÊ åÊProficient in all Microsoft Office application software ‰Û¢åÊåÊ åÊGood organizing skillsåÊ ‰Û¢åÊåÊ åÊCompetent in administration and operations. ‰Û¢åÊåÊ åÊCompetent in interpersonal skills across all levels. We regret that only shortlisted candidates will be notified.åÊ"
225,IBM INNOVATION SERVICES PTE. LTD.,Sales Management Advisor,East,Full Time,Executive,Accounting / Auditing / Taxation ...,Government support available,"$10,000 ","$12,000 ",Monthly,/job/fd68e00e26ec6c00b2cbfe207694cc77,11-Apr-18,11-May-18,"This job role supports the execution of one or more of the Sales Execution and Management activities to support sales leadership:  Assumes the responsibility of analysis and trusted advisor Analyzes pipeline data by leveraging weekly pipeline dashboards (10+5 Standard Reports and Analytical Library) to make recommendations Analyzes Validated CAMSS Pipeline vs. Objective, penetration of CQ, NQ Pipeline, supports increasing CAMSS penetration Provides analysis of assigned business unit(s) transactional revenue / signings roadmaps and Key Deal lists, identifying trends, gaps, pervasive issues and insight Prepares, facilitates/runs weekly Cadence meetings, sets agenda, prepares reports, facilitates the meeting and utilizes Connections for content and communications, and assists sales leaders in focusing on top issues, gaps, trends and documents action plans Provides CVDM support to sales leaders as needed Produces the weekly email w/pre-populated data, includes thoughtful analysis utilizing business analytics and summarizes actions and recommendations to improve sales Supports quarter close deep dive analysis/root cause analysis, leveraging 10+5 and Analytical Library Interfaces as needed within the owning organization and across other organizations in IBMåÊ (e.g.., F&P, HR, Marketing, BTIT, Business Operations, STS and S&ST functions like SC&T, Strategy & Sales Transformation) to execute assigned responsibilities) Ensure Stakeholder Satisfaction  åÊ"," Recognize complex problems related to functional objectives. Analyze situations and implement solutions, or develop new system elements, procedures or processes. Creativity and judgment applied to developmental work on different projects within the business environment. "
226,MICHELMAN ASIA-PACIFIC PTE LTD,Accountant,West,Full Time,Manager,Others,Government support available,"$3,700 ","$4,500 ",Monthly,/job/4bf85df0b95cedb20ea7ab219eabbee3,11-Apr-18,11-May-18,"Position Overview This position reports to and works closely with the Accounting Manager and is responsible for all aspects of the accounting function including general ledger, accounts payable, accounts receivable / credit management, account reconciliations, month-end closing, financial analysis and reporting. This position is also responsible for coordinating with the company‰Ûªs professional service partners to ensure compliance with all applicable tax regulations. This position leads and assists in the annual operating planning process. åÊ The Responsibilities of This Position Will Include  Establish and monitor the implementation and maintenance of accounting control procedures Complies with local legal requirements by studying existing and new legislation; anticipating future legislation; enforcing adherence to requirements; filing financial reports Responsible for assigned accounting tasks such as account reconciliations, accounts payable, accounts receivable, inventory management, costing, credit management and others as advised Assist in the evaluation and management of service providers Provides status of financial condition by collecting, interpreting, and reporting financial data Prepares special reports by collecting, analyzing, and summarizing information and trends Prepares budgets by establishing schedules; collecting, analyzing, and consolidating financial data; recommending plans Manages the capital expenditure request process, monitors project spending, and ensures assets are placed in-service Protects operations by keeping financial information and plans confidential Prepares monthly financial package as assigned in accordance with the company closing schedule Supports the business with ad-hoc reporting as needed Responsible for ensuring compliance with relevant tax laws Prepares account analyses and other requested documents for the external financial statement auditors Perform related duties as assigned or as the situation dictates ","Education/Experience/Skills Requirements  Bachelor‰Ûªs degree in business, accounting/finance or its equivalent Minimum 3 years of relevant working experience as Accountant Ability to think critically, solve problems and work independently Strong interpersonal skills and demonstrated management skills Maintains a strong knowledge of financial reporting standards Strong proficiency in accounting systems & tools Strong knowledge in Microsoft excel and words Ability to analyze large volumes of financial data, form conclusions and action plans  åÊ Physical Demands and Work Environment   Work on computers while sitting at their desk for extended periods of time •âá Fast paced office environment Ability to multi-task, prioritize tasks, manage deadlines, and manage teams High level of attention to detail Excellent time management and organization skills Flexibility to occasionally work beyond established hours Collaborate and work effectively in a team environment "
227,MANGOSTEEN BCC PTE. LTD.,Back End Engineer,West,Full Time,Manager,Others,Government support available,"$3,000 ","$5,000 ",Monthly,/job/abb7c48d3f5c0ca8793d17a7f697f848,11-Apr-18,11-May-18,"Do you enjoy building great products using Node.JS and Python? Do you keep scalability and security in mind when designing and developing your code? Are you looking to join a young, dynamic and collaborative environment? If so, we are interested in talking to you. We are looking for a strong developer with expertise in Python and Node.JS to work åÊwith our data scientists to code and optimize their algorithms and with our technology team to build an maintain our back end. Your key responsibilities will be to:  Program and optimize the algorithms designed by our data scientists Develop and maintain the back end of our solutions Work on the integration of third-party systems  The Company Bambu is a Fintech startup which specialises in providing Robo-Advisory solutions for banks, insurance companies and non-financial industries like Telcos & E-Commerce. Leveraging on deep learning technologies, we believe that we can change the way people save, invest and manage their wealth. We are a fast-growing startup based in Singapore and Hong Kong. Founded in 2016, we have raised funding from the likes of Franklin Templeton and Wavemaker, achieved a global network of prospects and established clients like Standard Chartered and Thomson Reuters. We launched Singapore‰Ûªs first Robo-Advisory platform for Crossbridge Capital, a global wealth management firm. We have attained multiple accolades. We won the Best Early Stage Startup at Fintech Finals 2017and the Best Show Award in FinovateAsia 2017 for our innovative machine learning People Like Me. We are also Alumni of SuperCharger 2.0 Accelerator program and top 24 finalists at Jumpstart organised by Alibaba Entrepreneurs Fund.","REQUIREMENTS  Extensive experience using Python to code algorithms and optimising them Strong Javascript (Node.JS) experience Good mathematical background Good experience with PostgreSql Ability to multitask, meet deadlines, and work in a fast-paced environment Experience with software engineering and architectural patterns  DESIRED SKILLS AND ABILITIES  Understanding of front-end web technologies to interact with front end developers Security and data protection Ability to manage a hosting environment, including database administration as well as scaling applications to handle load changes Familiarity with cloud based deployment (AWS) "
228,FACEBOOK SINGAPORE PTE. LTD.,"Business Integrity Associate, Technical",Central,Contract ...,Junior Executive,General Management,,"$6,000 ","$10,000 ",Monthly,/job/8b311b90317c6d614d228e4431d22313,10-Apr-18,8-May-18,"Business Integrity's mission is to ensure safe and trusted connections between people, businesses, and Facebook. Our team works together to anticipate and predict potential threats to our platform, design and build tools to protect against these threats, and then implement and enforce these systems at scale. We leverage data analysis, machine learning and a robust infrastructure to review the quality of promoted content on our platform. We partner closely with several cross-functional teams, including product, engineering, and data science, to ensure high quality and safe experiences for both people and businesses across the Facebook family of apps. Successful candidates for this team are adaptable, creative, have a bias toward action, aren't afraid of being wrong, and can successfully work across various teams & countries. Opportunities are available in Singapore.","Responsibilities:   Develop compelling analyses to execute data-informed initiatives that helps improve our support channels, improve the quality of our ad products and drive great service Apply expertise in quantitative analysis, data mining, and data visualization to see beyond the numbers and pull insights to help identify trends & opportunities to drive growth of our product & business Be a thought leader for data-informed initiatives and guide the team‰Ûªs direction overall Conduct in-depth investigations leveraging large and complex data sets Partner with Data Science, Product and Engineering teams to solve problems at scale Inform, influence, and execute new strategies and tactics using analysis and impact metrics to support your positions  Minimum Qualifications:åÊ  BA/BS in Computer Science, Engineering, Math/Finance, Physics, Economics, Statistics or other technical discipline with professional experience in a quantitative field Experience with SQL Experience with reporting systems and data pipeline architecture Experience leveraging data to make decisions and solve problems Experience resolving, communicating, and presenting issues & insights to both technical and non-technical audiences Critical thinking and problem solving experience in a professional setting Ability to assess, analyze and resolve complicated issues, and distill that complexity into simple and concise communication  Preferred Qualifications:åÊ  Experience working and communicating with global teams Experience with statistical analysis, and a statistical package such as R, ;MATLAB, SPSS, SAS, or Stata Development experience in at least one scripting language (PHP, Python, Perl) Advanced technical degree "
229,HCL SINGAPORE PTE. LTD.,Associate Consultant-Technical Project Manager,Central,Contract ...,Junior Executive,General Management,Government support available,"$7,000 ","$8,000 ",Monthly,/job/c68ad8f462243aee6fea0240ac1eb6ad,10-Apr-18,10-May-18,"Primary responsibilities are :  Responsible to manage the team activities Operation Management Desk side Support Management Data Center Management Customer Relationship Management Vendor Relationship Management Project Management Demonstrated Technical and People Management Team Management and handling of a team of 50+ resources across Singapore, Malaysia and India SLA Management including Incident, problem, Configuration, Service request etc. Daily review with the Team Periodic reviews with Customer and Vendors  MIS and Reporting Need to have knowledge and get the below tasks carried out by Track Leads / Full Time or Dispatch Engineers at various locations in the region :  Performing asset inventory activities as needed. åÊ Trains and orients staff on use of hardware and software.  Technical Skills: Excellent skills in user IT infrastructure ‰ÛÒ Desktops, Laptops, Printers, Handhelds, Smartphone, servers, networks etc.  Strong technical skills in Microsoft Windows desktop operating systems and business productivity applications i.e. Office Data Centre Management and Maintenance Network operations åÊ Business Skills:  Management of the Country  Ability to interact with customers so as to ensure that the service is polite, efficient and responsive åÊTo work through issues analytically to a successful conclusion   Accurately testing, identifying, repairing, resolving, and documenting end user technical issues regarding /desktop support, printers, Servers, Networks etc. Providing 2nd åÊline IT support services to the business community ensuring that all requirements are met within agreed service targets Troubleshooting and resolving software issues; reimaging computers/hard drives Backing up and restoring settings and associated systems administration activities Taking ownership of issues through to resolution on all appropriate requests. Categorize and prioritize end user support requests and service requests by utilizing a Customer ticketing system to track tickets and provide up-to-date status and information.åÊ Move equipment associated with escalated help desk incidents and service requests Recommends and / or performs upgrades on systems (Workstations & Printers) to ensure longevity. Windows 7 to 10 Migration Compliance with all regulations of financial industry Works with procurement staff to purchase hardware and software. This position requires the ability to work in a project-based environment requiring flexibility and teamwork. Performs other duties as assigned. "," Minimum Qualification ‰ÛÒ Engineering Experience ‰ÛÒ10+ years‰Ûª experience, with at least 5+ years on Operation Managerial role in field operation experience desk side support and DC Management including software and hardware break fix support Ideal candidate would be expected to have a good understanding of IT Infrastructure, Contract and Vendor Management. ITIL / PMI professional will be preferred Candidate should have good understanding of Desk side desktop Management, maintenance, deployment and vendor management. Excellent problem solving / quantitative/ analytical skills Ability to provide consistent, excellent customer support to entire staff, representing a variety of personalities and management levels A significant travel is expected on the job ‰ÛÒ hence should be willing to work in such a role "
230,AES GLOBAL HOLDINGS PTE. LTD.,Senior Firmware Engineer,West,Full Time,Professional,Information Technology,,"$4,100 ","$8,400 ",Monthly,/job/06497157f487331116cfe996559bfaef,10-Apr-18,10-May-18,"Position Summary: Advanced Energyå¨ develops innovative power and control technologies that drive high-growth, plasma thin-film manufacturing processes worldwide, including semiconductors, flat panel displays, data storage products, solar cells, architectural glass, and other advanced product applications. We have an immediate need for a Firmware Engineer. In this position, you will design, modify and evaluate embedded firmware, and/or programmable logic and/or electronic apparatus, components, or circuitry for use in electronic equipment and devices. You will perform engineering work in basic and applied research, development, and/or design of new products and/or sustaining of existing products. Essential Duties:   Uses equipment to analyze operating data and conduct experimental tests Designs product architectures to meet specific parameters. Includes critical timing issues, complex algorithms, configuration strategies, interface strategies, etc. Provides detailed technical documentation verifying proof of design feasibility. Manages projects including performance, technical requirements, budget, and schedule. Other duties as assigned.  Skills:   Working Knowledge of VHDL required Working Knowledge of DSP required Working Knowledge of CPLD's and FPGA's (Xilinx preferred) Knowledge of oscilloscopes and logic analyzers.  åÊ Experience:  Required:  Minimum of three to five years experience with real-time embedded software design. 	 Demonstrated working experience with C/C++ require    Education:  Required:  BS or MS degree in Electrical Engineering, Computer Science, or a related field, or equivalent experience and/or education. ","Skills:   Working Knowledge of VHDL required Working Knowledge of DSP required Working Knowledge of CPLD's and FPGA's (Xilinx preferred) Knowledge of oscilloscopes and logic analyzers.  åÊ Experience:  Required:  Minimum of three to five years experience with real-time embedded software design. 	 Demonstrated working experience with C/C++ require    Education:  Required:  BS or MS degree in Electrical Engineering, Computer Science, or a related field, or equivalent experience and/or education. "
231,HARMONI PRESKOOL @ YISHUN PTE. LTD.,Senior Manager,West,Full Time,Professional,Information Technology,Government support available,"$4,000 ","$5,800 ",Monthly,/job/f3f39fc7f27fef1ba7679830f85f703e,10-Apr-18,10-May-18,"The Manager/Senior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. He/She establishes, implements and manages projects to meet operational objectives. He/She manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. He/She integrates quality principles and methodology to enhance engineering performance within the organisation.In addition the Manager/Senior Manager evaluates the organisation‰Ûªs approach towards a lean enterprise and uses data analytics for business insights identification. He/She drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.As a people manager, the Manager oversees manpower, financial, training and resource planning deployment within the organisation. He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation."," ~ Analyse data for business insights identification. ~ Analyse production efficiencies. ~ Conduct interviews and make hiring decisions. ~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield. ~ Develop On-the-job training programme. ~ Develop workplace learning plan. ~ Evaluate organisations approach towards a lean enterprise. ~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans. ~ Evaluate workplace safety and health management system for compliance and improvement. ~ Improve operation planning through use of big data and advanced analytics modelling. ~ Integrate quality principles and methodology to enhance engineering performance. ~ Lead change management in the organisation. ~ Manage balance between production requirement and manpower resources. ~ Manage innovation practises in organisation. ~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks. ~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity. ~ Resolve workplace grievances and disputes. ~ Review manufacturing processes to reduce working capital and optimise inventory levels."
232,MATCHMOVE PAY PTE. LTD.,Executive Assistant for C-Level (FinTech),Central,Full Time,Professional ...,Accounting / Auditing / Taxation,Government support available,"$4,000 ","$6,000 ",Monthly,/job/427f282d22098f164662ad0240c4ef24,10-Apr-18,10-May-18,"Are You The One? MatchMove Pay, one of the fastest growing and award winning financial technology company is looking for an experienced EA (Executive Assistant) for C-Level to join us as we accelerate our global expansion. Key Responsibilities:  Schedules and organizes complex activities such as meetings, travel, conferences and department activities for all members of the C-Suite, and top management. Gatekeeper of the CEO's calendar: schedules meetings, conferences, teleconferences and travel. Prioritizes appropriately and ensures the schedule is respected and followed. Preparing of reports and financial data Creates monthly data analysis based on metrics defined by the CEO, ensures the accuracy of the information prior to submission. Checks for press releases, media communication and set up Works independently and within a team on special nonrecurring and ongoing projects. Acts as project manager for special projects, at the request of the CEO, which may include: planning and coordinating multiple presentations, disseminating information, coordinating communications, and scheduling group travel. Prepares documents for signature including contracts, payment invoices, and other business items. Prepares business spaces for meetings including ordering food, getting coffee, and making arrangements for necessary equipment. Acts as a liaison with internal and external resources and teams.åÊ Handles confidential and non-routine information and explains policies when necessary. Timesheet and reimbursement submissions, reports and analysisåÊ A variety of other duties which may require situation analysis, prioritization, appropriate escalation and problem solving skills,åÊusing discretion and initiative. Any ad-hoc duties as assigned  åÊ åÊ åÊ"," A minimum of five (5) years of experience in an administrative assistant role to a C-level executive A minimum of a Bachelor's Degree (MBA is preferred). Advanced proficiency in the following Microsoft Office programs: Outlook, Word, Excel, and PowerPoint Strong command of English and communication skills Excellent planning and organizational skills with a high degree of attention to detail. Highly self-motivated, friendly, and professional, with exceptional interpersonal skills Strong organizational and project management skills Ability to manage work load and prioritize tasks in a fast, changing environment with tight deadlines Skilled at establishing and maintaining effective work relationships across several parties: internal and external customers, co-workers, and peers Strong communication skills, including the ability to speak clearly, professionally, and with decorum Ability to, on occasion, work outside normal business hours to support statement of work "
233,STANDARD CHARTERED BANK,Project Manager (Contract),Central,Full Time,Professional ...,Accounting / Auditing / Taxation,Government support available,"$12,500 ","$20,000 ",Monthly,/job/cad105da72d2fc0f72ba65ed0e064f9b,10-Apr-18,25-Apr-18,"Infrastructure Project Manager A Project manager is required within Governance and Change (G&C) team. This hand-on role will offer the candidate an excellent opportunity to further develop their career in a financial institution across all asset classes in Standard Chartered. The role is responsible for end-to-end delivery of infrastructure remediation projects including ensuring requirements are understood, documented and delivered against budget and timelines.åÊ This also includes stakeholder management and status reporting. åÊ The Project is part of a Security Transformation Program to implement Software Defined Network (SDN).åÊ This will provide Network Segmentation capability in Global Data Centres located in Hong Kong (HK) and United Kingdom (U.K.).åÊ Manage the validation and classifications of the bank‰Ûªs assets into various criticality levels.åÊ Manage the migration of all Critical Assets by segmenting into distinct enclaves and separated from general computing environment. Key Roles & Responsibilities  Engage and drive stakeholders in Infrastructure team and systems owners to deliver to the project plan, on time and to budget Engage and drive Managed Services provider (in HK) to deliver the infrastructure implementation and migrations Engage and drive Chief Information Security Office to develop policy and standard governing treatment of Critical Assets Deliver elements of systems design, including data migration rules, business rules, wireframes, or other detailed deliverables Play a role in clarifying, updating, and improving the processes impacted by the technology changes that are part of your project Identify, mitigate and communicate key assumptions, issues, risks and dependencies to the project & relevant control and governance committees. Review existing processes/ activities to make them more efficient or optimal Document any identified required changes, and communicate them to the relevant parties Facilitate the negotiation of requirements amongst multiple stakeholders. Ensure internal processes, standards and risk compliance (including security, regulatory and audit requirements) are met   åÊ","SKILLS  Strong technologist, ability to problem solve, self starter, strong infrastructure knowledge, ability to work under pressure Strong project management experience with the ability to work on multiple project at once Excellent interpersonal skills which lend themselves to team-oriented approach and able to work effectively as part of a team and as an individual Ability to think clearly and to resolve critical problems in a high pressure environment Effective verbal and written communication abilities, across all levels of the organisation Demonstrate analytical thinking & data analysis Strong MS Excel, Microsoft Office/ Project skills Fluent in written & verbal English Good in influencing skill PMP certified ITIL certified  Preferred experience  IT infrastructure Program and/or project management experience Infrastructure operations experience Global and/or regional operations management experience Experience in working in a global and/or regional financial institute  How to Apply Click here ( https://scb.taleo.net/careersection/jobdetail.ftl?job=1800010741&lang=en ) to apply now and take the next step in fulfilling your potential You can search and view current opportunities across our organization and apply immediately by visiting www.standardchartered.com and selecting Careers. To help speed up your application, please note the following:  You will need to log in (or register if you are visiting our careers site for the first time) before you can apply for a specific role Some roles may require you to undertake an online talent assessment in addition to completing the application form (to facilitate this process it is preferable that you provide us with an email address as part of your contact information) We will ask you about your education, career history and skills and experience, it may be helpful to have this information at hand when completing your application  It usually takes 15 - 20 minutes to complete the application form; you can save your application at any time and return to complete it at your convenience. Diversity & Inclusion Standard Chartered is committed to diversity and inclusion. We believe that a work environment which embraces diversity will enable us to get the best out of the broadest spectrum of people to sustain strong business performance and competitive advantage. By building an inclusive culture, each employee can develop a sense of belonging, and have the opportunity to maximise their personal potential."
234,AUTODESK ASIA PTE. LTD.,"17WD26007_Senior Engineering Manager, Cloud Consumption Reporting",East,Full Time,Non-executive,Banking and Finance ...,Government support available,"$11,692 ","$23,392 ",Monthly,/job/70aefa5527fd6ceccab7b3f8e2526db9,10-Apr-18,10-May-18,"Autodesk is seeking a highly motivated, experienced engineering manager to join our Consumption Reporting team in Singapore R&D Centre. You will help build a new high-performance engineering team to take on the challenges of building our next generation of consumption reporting platform for Autodesk Subscription Platform Group. You will be hiring and leading talented engineers in designing, developing and delivering a highly scalable ETL platform, comprises of independently deployable data services and micro ETL batches to process data-sets in near real time. This next generation platform will enable Autodesk to deliver consumption model with rich reporting capabilities for all our subscribers. Responsibilities  Attract, hire and retain talents Own your team‰Ûªs technical strategy and roadmap in close collaboration with product managers and business stakeholders Work with your team to help understand requirements, evaluate new features and architecture and help drive decisions Build and foster a high performance culture, mentor team members and provide your team with the tools and motivation to make things happen Relentlessly push for frequent and on-demand releases through use of modern CI/CD tools "," Proven track record in managing highly performing and talented team of engineers Strong experience building and managing scalable ETL data platform and services Strong experience with key technologies and tools such as Amazon Web Services, Big Data (Hadoop, Hive), Streaming services (Kafka, Kinesis), NoSQL databases (DynamoDB), Relational databases (MySQL), Columnar databases (Redshift, Vertica), Reporting tools (Tableau, Looker), CI/CD tools (Jenkins, Docker, Chef) Proven experience with Scrum and agile development processes and methodologies BS or MS in Computer Science or related technical field 8+ years of relevant experience with ETL, data modelling, and data architectures "
