,Company,JobTitle,Location,EmploymentType,Seniority,Category,GovSupport,Minsalary,Maxsalary,Monthly,JobLink,PostedDate,ClosingDate,RoleResponsibility,Requirements
170,ASUS GLOBAL PTE. LTD.,Big data & Machine learning Manager,North,Permanent,Non-executive,Admin / Secretarial,,"$5,500 ","$6,500 ",Monthly,/job/9cbb5e2b46783c7106f8acd1cbb1efbb,19-Apr-18,11-May-18,äó¢ Massive information data combingŒæ äó¢ User behavior data analysis and business intelligence analysis äó¢ Predicting user behavior through machine learning technology äó¢ Demonstrated management or leadership experience.,"äó¢ Strong project management, leadership, and cross-functional collaboration skills äó¢ 2+ years of experience leading, mentoring and managing a team of data scientists/engineers äó¢At least equip with one of following criteria: -Data mining -Machine learning -distributed computing äó¢ Graduate degree in computer science/engineering, operations research, mathematics, and 5+ years of related experience"
171,RIDIK PTE. LTD.,Data Scientist,North,Permanent,Non-executive,Admin / Secretarial,,"$7,000 ","$10,000 ",Monthly,/job/e10da2f1456765a936d24a517ab56870,19-Apr-18,19-May-18," Should have 8 äóñ 12 years of experience manipulating data sets and building statistical models Should have a Masteräó»s or PHD in Statistics, Mathematics, Computer Science or another quantitative field, and is familiar with the following software/tools: Experience creating and using advanced machine learning algorithms and statistics: regression Experience creating user stories or defining business use cases for applying data science Should have excellent communicational skills, both written and verbal and capable of smoothly interfacing with the customers "," Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets Experience working with and creating data architectures Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting Knowledge and experience in Decision Trees, Text mining, social network analysis, etc. Experience querying databases and using statistical computer languages: R, Python, SLQ, etc. Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc. Clear understanding of concepts and principles in Visualization and Dash-boarding Good understanding of Semantic Models in QLIKVIEW, TABLEAU and best practices of Visualization design "
172,COMBUILDER PTE LTD,Big Data Developer,Central,Full Time,Executive,Information Technology,,"$6,500 ","$8,500 ",Monthly,/job/7f23f6761025b7912b2f377474353e40,19-Apr-18,19-May-18,"8+ years of experience in the field of Software Engineering 4 years of hands-on experience in Hadoop 2 years of hands-on experience in Apache spark programming. Experience with HTML, JavaScript, SQL Experience in Data Visualization (technologies like Qlikview or Tableau or Looker) Experience working with AWS technologies is a plus. Good knowledge and understanding of current big data technologies. Experience working on Java/Python and experience in writing shell scripts.","Degree in Computer Science, Computer Engineering or Information Technology Minimum 3-5 years related experience Have a strong team spirit with can-do attitude Strong verbal and written communication skills"
173,Ministry of Manpower,"Statistical Executive, Data Collection (Manpower Research and Statistics Department)",Central,Full Time,Executive,Information Technology,,,,,/job/e33e53de6eeab472f5a4791de9bb992c,18-Apr-18,24-Apr-18,"Responsibilities The incumbent is required to assist the survey manager in field operations of individuals/household surveys to ensure the timely collection of reliable data to facilitate informed decision making within the government and the community-at-large. This will indirectly contribute to the Ministry's strategic outcomes and the vision of A Great Workforce, A Great Workplace. Requirements  Tertiary Education Preferably 1 - 2 years of relevant experience in data collection / administrative / operational workŒæ Good team player.Œæ Good communication skills.Œæ Able to work with people from all social levels.Œæ Good presentation skills.Œæ Excellent interpersonal communication skills.Œæ Strong organization and management skills. ",-
174,A*STAR RESEARCH ENTITIES,Research Engineer (Data Analytics)  /  I2R (A*STAR),Central,Full Time,Senior Executive,Information Technology,,"$2,500 ","$5,000 ",Monthly,/job/ed110406bb041f8021418387dead416f,17-Apr-18,17-May-18,"About the Institute for Infocomm Research (IŒ_R)  The Institute for Infocomm Research (IŒ_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singaporeäó»s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about IŒ_R, please visit www.i2r.a-star.edu.sg We are looking for research engineers with expertise in the areas of text analytics. The project focuses on development of machine learning, deep learning and/or text analytics solutions. Successful candidate will develop real-world solutions, improve performance and demonstrate long-term vision, while effectively supporting short-term goals. Œæ"," Minimum Bachelor degree in Computer Science, knowledge engineering or related topics Good knowledge on machine learning, deep learning and text analytics and experience in solving real-world data analytics problems Demonstrated interests or experience in one or more of the followings: Deep learning & Text analytics Able to deliver under tight schedule Good communication skills Team Player  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
175,ZBJ-SPH PTE. LTD.,"Marketing Specialist, Regional Digital Marketing & Data Ops",Central,Full Time,Senior Executive,Information Technology,,"$4,000 ","$6,000 ",Monthly,/job/79401f53e791d172495bee8e97ff3a72,17-Apr-18,17-May-18,"MARKETING SPECIALISTŒæ- Regional Digital Marketing & Data Ops ZomWork is a small company with big plans. With our platform, companies can find talented people to take on projects from graphic design, to marketing, to app development flexibly and reliably to companies and individuals with the right skills, and expertise. We strive to create a worldwide community of knowledge workers who will learn, earn and live both on our platform and at our physical space; serving the creative needs of hundreds of thousands of companies worldwide. The kind of people we're eager to work with:  Has a can-do attitude. Can work independently and resourcefully to do whatever it takes to succeed. Perhaps the most important- is excited and motivated to be part of a startup team, where things move fast, and change even faster. Able to communicate effectively and problem solving. Passionate and excited about the freelance and outsource services industries.  Responsibilities:  Interface directly with all the clients that Zhubajie.com is sending to ZomWork. Understand client needs (in Chinese) via WeChat, and educate + upsell them to other services locals can provide. Translate these needs to English for local vendors to understand if necessary. Be the bridge between Singapore and the regional clients who require digital marketing expertise to better qualify and recommend reliable vendors to service projects. Develop overseas sales SOPs to help ensure process of projects of such nature are logged and monitored. Stepping in to moderate calls, take questions, and sometimes directly presenting the work on behalf of the Singaporean vendor if necessary to overseas clients. Digital marketing execution and optimization for ZomWork, including Instagram, Facebook, Google, and Twitter, as needed. Data analysis of ZomWork.com on a regular basis, support product teams to ensure efficiency of operations locally.  ZomWork is a joint-venture company co-owned by two partners. Zhubajie.com is the dominant leader (with >80% of the market) for freelancing work in China and is valued at US$1Bn. Singapore Press Holdings Ltd is not only Singaporeäó»s dominant newspaper, magazine and radio company, but also owns successful digital properties like Sgcartmart, Shareinvestor, Hardwarezone, and Stomp.Œæ Œæ","Qualifications:  4-6 years of experience in digital marketing roles, especially B2B marketing and data analytics. Hands on with running and executing online campaigns. Ability to manage ad spend budgets. Sales operations experience for online services a plus. Prior product start-up or tech enabled business background. Fluency in written and spoken mandarin is ideal for both liaising with our engineering team based in China and daily sales servicing to China based clients that need digital marketing consulting. Expertise with working productively with freelancers on execution is highly valued. "
176,COMTEL SOLUTIONS PTE LTD,Data Research Analyst,Central,Permanent ...,Manager ...,Engineering ...,Government support available,"$4,000 ","$6,000 ",Monthly,/job/f35f71cc9ff23da480f3d48799d8c181,16-Apr-18,16-May-18," Data analytics, reporting and database management Collect and organize datasets, Perform exploratory data analysis, Use of predictive modelling algorithms and programming to create models "," Experience using statistical computer languages like R, Python, SQL, etc. to organise data and draw insights from large data sets äóñ formats include database / files (both raw and processed) Knowledge and experience in using advanced statistical techniques and concepts like regression, properties of distributions, statistical tests and proper usage Experience in creating and using a variety of advanced machine learning techniques like clustering Experience in using Jupyter when developing the modelling script and in using R Shiny for web deployment of interactive models during LIVE Trials "
178,KELLY SERVICES (SINGAPORE) PTE. LTD.,Project Manager BIG DATA,Central,Permanent ...,Executive,Accounting / Auditing / Taxation,,"$10,000 ","$15,000 ",Monthly,/job/2df6e8cca5b408401aef5475f0a92d6f,12-Apr-18,12-May-18,"The Project Manager will manage and oversee a series of projects on big data and Artificial Intelligence (AI) from initiation to implementation, working with BI and Analytics team, Integration/ETL team, QA team, project members, data architects, and business sponsors and business representatives to jointly design, develop and implement the AI solutions. The Project Manager will be responsible toŒæplan, manage, execute and track the progress of concurrent projects, to bring the projects to their successful completion."," At least 10 years of experience in managing IT projects and software/application development lifecycles, Scrum Certified Understanding all aspects of the software life cycle, using Agile or Waterfall software development practices  Proficiency with Windows, Office, Microsoft Project and some analytics tools such as Aginity, QlikView, QlikSense and SAS  "
179,A*STAR RESEARCH ENTITIES,Scientist (Data Analytics)  / I2R (A*STAR),Central,Permanent ...,Executive,Accounting / Auditing / Taxation,,"$4,500 ","$9,000 ",Monthly,/job/c32248e1ae30c16119ef4c5d0b20bfb5,12-Apr-18,12-May-18,"About the Institute for Infocomm Research (IŒ_R) The Institute for Infocomm Research (IŒ_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singaporeäó»s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg We are looking for a capable and responsible scientist to work on and make contributions to a project on aircraft component predictive maintenance. Successful candidates will also have opportunities to work on other industry projects and/or research projects. For example, the candidate is encouraged to work on some AME related projects, eg., smart manufacturing, IIoT, etc. In addition, the candidate is also required to work on project scoping and proposals with industrial partners and/or public sector entities."," Ph.D. in the field of computer science, computer engineering, mathematics and statistics, data science intensive programs, with expertise in one or more of the following areas: data mining, data management, machine learning, etc. Minimum 4 - 5 years of experience. Ability to work independently to innovate, and develop prototypes to demonstrate the feasibility of research ideas Good knowledge on dta analytics/machine learning/data mining, and experiences in solving real-world data science problems Proficient in Python, R, C++ or Java Good team player with both research and engineering ethics Good interpersonal and communication skills Prior experience with AME industry is a plus  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified."
180,ADECCO PERSONNEL PTE LTD,Quality data analyst,"North, Central",Contract,Fresh/entry level,Admin / Secretarial ...,Government support available,"$3,200 ","$4,800 ",Monthly,/job/cd992038557fb348dd6ded45326e1668,12-Apr-18,12-May-18,The Job  Analysing and grading large sets of data relevant to specific markets Investigating and providing feedback on issues reported Validating and correcting data from external sources  Œæ  ,The Talent  Min degree/diploma in any discipline. Strong web analytical and problem solving skills Hands on experience on quantitative analysis are required. Outstanding relationship building and problem solving skills. Required to have good geographical knowledge and the written local language of Korea 
181,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Oracle Data Integrator (ODI) (2512943),"North, Central",Contract,Fresh/entry level,Admin / Secretarial ...,,"$5,000 ","$10,000 ",Monthly,/job/4dd06012bb219c3be17270d15b8edf89,11-Apr-18,11-May-18,"Candidate should be proficient in Oracle Data Integrator and XML with experience in managing a team as part of Data Migration delivery. Candidate will contribute to the design, development, delivery and maintenance of technology-based business solutions. Candidate should be skilled in designing, coding, testing, and implementation of configuration changes to software applications to meet both functional and technical requirements. Candidate needs to be a team player and capable of managing a team both at onshore and offshore. Candidate also would need to interact with the client on a day-to-day basis and possess capability to manage their client counterpart. DESCRIPTION: äó¢ Assisting in the planning and analyzing of high-level software strategies and solutions through functional and technical expertise. äó¢ Assisting in the integration of technical and application components to meet business requirements. äó¢ Designing, coding and testing mapping scenarios for different modules that meet design specifications. äó¢ Maintaining, tuning and repairing applications in order to keep them performing according to technical and functional specifications; perform preventive maintenance activities; providing user support. äó¢ Assisting in the creation of mapping specification and test scripts; executing and documenting the tests necessary to ensure that an application or technical environment meets performance requirements. äó¢ Assisting in implementing all actions required to deploy an application. äó¢ Assisting during the mock conversion user sessions. äó¢ Assisting in defining the characteristics, capabilities, inputs, outputs, and results necessary to describe the required functionality of a system, software application.",#NAME?
182,ADYEN SINGAPORE PTE. LTD.,Risk (Data) Analyst,Islandwide,Full Time,Non-executive,Information Technology,Government support available,"$3,750 ","$6,000 ",Monthly,/job/616920e0ce20b11dbd69cf13a54f1080,11-Apr-18,11-May-18,"Ordering a pizza? Buying a pair of trainers? Watching a movie?ŒæHailing a ride? Chances are Adyen is handling your payment. We are a fast-growing technology company, delivering seamless payment experiences to customers around the world.Œæ Driven by a vision to improve customer experience, streamline processes, and ultimately increase revenue, we enable businesses to process payments across online, mobile, and Point-of-Sale (POS) with over 250 payment methods in 185 transaction currencies all over the world. Over 4,000 businesses use the Adyen payment platform, including Facebook, Grab, Spotify, Groupon, Evernote andŒæBooking.com. As a part of our skilled team in Singapore,Œæwe need youŒæto contribute to our growth in APAC, by supporting our biggest and most high profile merchants.ŒæYour risk (data) analysis will often be theŒæstarting point for new business opportunities, so you will make direct impact on business development, next to supporting flawlessŒæoperations.ŒæTheŒæRisk (Data) Analyst works closely with other teams, such asŒæAccount Managers, Acquiring, Sales & ComplianceŒæteams, but is part of ourŒæGlobalŒæRisk team. This position reports to theŒæTeam Lead Risk APAC.Œæ","You will:Œæ  Execute risk assessments and (data) analysis related to fraud and chargeback for new merchants and monitor the risk exposure during the relationship of these merchants with Adyen. Advice on fraud redundancy to account management based on the data analysis. Provide the risk recommendations and the impact analysis of the risk recommendations to the merchants. Develop projects to improve risk management analysisŒæand dispute management. Communicate with colleagues on execution and improvements of the fraud & chargeback avoidance or resolution. Determine the necessary data required to address questions, extract the required data, and perform risk analysis for the merchants. Clearly communicate accurate results in a simple and transparent manner.  You are:  Able to approach complex and multivariate calculations in a structural and analytical way Able to work in a high-paced environment with the ability to quickly shift priorities and produce consistent results Capable of effectively communicating complicated data analysis results in a simple fashion A self-starter. You take initiative and ownership and you dare to take decisions You have the ability to thrive in a start-up environment with minimal supervision Comfortable dealing with confidential information and you have high integrity Accurate and inquisitive A team player Fluent in English, both spoken and in writing A recent graduate with an academic bachelors or masters degree  You know and have experience in:  Database SQL Data analysis languages such as R, Python or MatlabŒæwould be an asset.Œæ  Preferably you have:Œæ  Experience in fraud analysis and risk managementŒæ Ability to analytically assess clients on risk exposure Enthusiasm to find creative solutions to mitigate risks related to fraudulent activities "
183,MCCANN WORLDGROUP (SINGAPORE) PTE. LTD.,DATA ANALYST,Islandwide,Full Time,Non-executive,Information Technology,,"$3,000 ","$4,000 ",Monthly,/job/85913b185949e35e5d7041c03a1f6a84,11-Apr-18,11-May-18,MRM//McCann is growing their digital strategy and data analytics capabilities here at the regional headquarters in Singapore and currently seeking a Junior Data Analyst to join the team.  Œæ,"Responsibilities:  Online Campaign Analytics 	 Website analytics Creative optimization A-B and multivariate test design Engagement Analysis/Scoring   Integrated Measurement Integrate disparate data sources that capture performance of online and offline media Analyze and benchmark performance across channels, mediaŒæŒæ properties, creative executions 	 Develop actionable optimization recommendations Interface with agency and client stakeholders to drive implementation    Skills & Requirements:  Technical Skills 	 Proficient in Excel/Google Spreadsheets. Experience using web analytics (Omniture, Google Analytics, Web Trends). Media analytics a plus Experience in statistical analysis, modelling and programming (SPSS, SAS, R, etc.) a plus Experience with web oriented programming (HTML, JavaScript, JQuery, etc.) a plus   3-5 years of experience in Performance/Data Science Degree in Statistics, Mathematics, Operations Research, Economics or a quantitative degree in another social science a plus. "
184,THOMSON REUTERS ASIA PTE. LTD.,"Platform Developer, Big Data Engineer",East,Full Time,Fresh/entry level,Risk Management ...,,"$4,000 ","$7,000 ",Monthly,/job/0aac758d850fbba71ef71f7eacc13824,11-Apr-18,11-May-18,"As a customer-centric organization, we provide the best services for our customers by helping them to get the maximum advantage of our products like linked data repository äóÖContent Matrix-Welläó» (CM-Well), Thomson Reuters Intelligent tagging (TRIT), and Atlas - an entity-centric map of the world, built from unstructured & structured content. Œæ Responsibilities Œæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Production implementation of Natural Language Processing models for scale and performanceŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Server configuration on Internal and AWSŒæŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Ability to establish big data pipelines usingŒæmodern reactive, non-blocking threading and streaming paradigmsŒæŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Documentation of design and own codeŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Working with core development team to extend core platform featuresŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Ability to problem solve and workŒæwith teams in other countriesŒæŒæ"," NoSQL, Cassandra,ŒæElasticSearch, ApacheŒæSolr,ŒæSPARQL, RDF, Neo4j  Œ‡ŒæŒæŒæŒæŒæŒæŒæ ETL / Data Preparation / Pre-ProcessingŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Python, Java,ŒæScalaŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Data VisualizationŒæe.gŒæTableau, D3.jsŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Apache HadoopŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Apache Spark, Kafka, Akka, Reactive StreamsŒæŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Open Source Software DevelopmentŒæe.gŒæGitLab, GitHubŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Scrum, Agile and TDDŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ JVM, Linux/Unix, Play, Spray, Tomcat, Jetty/NettyŒæ Œ‡ŒæŒæŒæŒæŒæŒæŒæ Basic understanding of statisticsŒæ"
185,NATIONAL UNIVERSITY OF SINGAPORE,Data Analyst / Scientist,East,Full Time,Fresh/entry level,Risk Management ...,Government support available,"$4,000 ","$5,000 ",Monthly,/job/fdf0602be51fe47147c9d897fc61dc85,10-Apr-18,10-May-18,"To assist the Director with the collection, analysis, visualisation of research and education data and presentation of analytical results for regular and ad-hoc reporting purposes to meet multiple information requirements of the various stakeholders of the university. The successful candidate will assist the Director of Research and Education Analytics with the following activities:  Research, collect, analyse and report on key indicators, for both regular and ad-hoc reporting purposes. Program and develop depositories and system for accessing regular reports by key stakeholders. Develop visualizations and presentations for dissemination of analytical results and derivation of actionable insight. Create detailed reports on data sources, methodology, analytical techniques, analytical results and insights for stakeholders. ","Successful candidate will have the following qualifications and capabilities:  PhD in operations research, applied statistics, data mining or a related quantitative discipline. Strong analytical skills, highly proficient in statistical and predictive modelling concepts, clustering and classification techniques, and optimization algorithms. Experience in query databases from different sources and perform quantitative modelling and statistical analysis. Experience in developing or programming databases; Some understanding of the higher education sector and the needs of related key stakeholders in the university. Ability to work autonomously. At least 3 years of similar experience. "
186,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Infrastructure Monitoring Analyst (Data Centre Environment),Central,Permanent ...,Professional,Advertising / Media ,Government support available,"$2,000 ","$4,000 ",Monthly,/job/ba00bf9a6f8c5a47b420e7d9bfed7559,9-Apr-18,9-May-18,"Job Responsibilities:  Ensure the physical site security and site access policies are maintained and adhered to. Ensure hardware maintenance providers are escorted in and chaperoned during maintenance access activities. Perform IT systems monitoring and housekeeping tasks required for your assigned monitoring station (e.g. for Application, Infrastructure, Security, Batch). Training and skills development is provided).  Job Duties:  Monitor and escalate automated monitoring systems reported events and out of tolerance notices in accordance with notification and escalation procedures (e.g. for Application, Infrastructure, Security, Batch). Document and report any irregular system activity observed during shift. Escalate issues to L2 / L3 on-call support staff and management in accordance with notification and escalation procedures. Prepare your shift handover document(s) and brief next / incoming shift personnel on key events during your shift. Log visits and chaperone maintenance supplier visits. Perform system housekeeping tasks in accordance with provided procedures. Update and maintain the procedure documents as and where required. Report safety concerns, physical security breaches and unusual circumstances both verbally and in writing. Build, improve and maintain effective relationships with both employees, client (during client visits). Answer questions and L2/ L3 specialist support staff on systems monitoring and log data. Answer phones or greet guests / employees in a professional, welcoming manner Basic office skills including, but not limited to answering phones, taking messages, inputting data, creating written reports.  Œæ Operational Duties:  Incident Management : Proactive checks of monitoring services to avoid delay in action and escalation. Escalate and notify in accordance with operating procedures. Problem Management : Preliminary investigation onto problems and first observer assessment. Escalate and notify in accordance with operating procedures. "," Experience in Application, Infrastructure and Batch systems monitoring and Event Management Tools. Ability to work and collaborate well with others. Good organizational skills. ŒæExhibit skills in process oriented technical activities. Customer relations skills involved in both verbal and written contact with clients and law enforcement personnel. Able to prepare and maintain process documentation and checklists. Self motivated to grow and learn new skills. A basic understanding of enterprise systems and their modular components would be beneficial (Applications, Infrastructure equipment, Security systems, Batch services, etc). Experience in reporting methods and tools would be beneficial (e.g. MS Excel charts and graphs. Crystal Reports). Professional Skills and Mindset:   Strong ability to communicate clearly and easily Strong ability to analyze and summarize Rigorous and well-organized. Capacity to cooperate / ability to work across different teams and stakeholders.   Good Methodology Skills:   ITIL (ITIL V4 Foundation certified is beneficial) Incident Management Event Management Problem Management Training and / or certification in Information Technology systems and products is of benefit.   Operations:   Experience in IT Systems monitoring and event management tools and escalation response procedures and processes. Ability to work in a team oriented environment is essential Experience in a 24 / 7 Operations Environment with rotating shifts.    Œæ Œæ Œæ Œæ Œæ TO APPLY:  Œæ Interested candidates may send in their resume and cover letter directly  Œæ to Dianne Balmaceda Antonio (R1105287)  Œæ at dianne.antonio@manpower.com.sg  Œæ and cc mp_scstechnology@manpower.com.sg Œæ Œæ ** We regret that only shortlisted candidates will be contacted **  Œæ Œæ We respect your privacy and all communication will be treated with confidentiality.Œæ If you wish to know more about this position or explore other roles, please prepare your updated profile and get in touch with our consultants at 6232 8811 (EA License: 02C3423) Œæ Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by Manpower for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. Œæ Œæ Œæ Œæ"
187,PRICEWATERHOUSECOOPERS CONSULTING (SINGAPORE) PTE. LTD.,Technology Consulting Data Analytics - Big Data Developer,Central,Permanent ...,Professional,Advertising / Media ,Government support available,"$3,500 ","$7,000 ",Monthly,/job/edd36cf7a6ff34de1ab586a93f63b9ee,6-Apr-18,6-May-18,"Consulting  We help organisations to work smarter and grow faster. Our work is always evolving to respond to industry trends and management focus, and we combine our deep technical skills in response to our clients' changing needs. Over time, what we do remains closely linked with helping our clients improve the way they operate; innovate and grow; reduce costs; manage risks; leverage talent; and change the way they do business.  Our aim is to support our clients in designing, managing and executing lasting beneficial change. *Job Description Responsibilities We are looking for candidates who have experience in developing Big Data applications and Java based software. The ideal candidate should be agile in thinking, be an enthusiastic contributor with a drive to innovate and support the team. He/she should have strong communication, project and time management skills to work with diverse teams using an Agile delivery methodology.  This individual will support a range of client projects across different industries where he/she will apply his/her development and problem solving skill to solve our clientäó»s challenging problems.","Requirements  Below are the attributes and skills we look for in candidates, but donäó»t be discouraged if you donäó»t possess all or even most of them. We would still love to talk to you about joining our team.  Bachelor degree in Engineering or equivalent 1-3 years of experience in Big Data Technologies with DevOps Strong programming experience in Java/J2EE, Python, or Scala Hands-on experience as an individual contributor in Design, Development, Testing and Deployment of Big Data technologies based applications using Hadoop and/or Spark Experience in deployment and development on any Hadoop distros (e.g. Hortonworks, Cloudera) Experience working on Hadoop and related tools such as HDFS, Mapreduce, Sqoop, Flume, Kafka, Pig, Hive, HBase, Solr, Storm and Spark. Experience on NoSQL databases like MongoDB, Cassandra, HBase, DynamoDB and Redis Experience with data warehousing, ETL, BI and data visualisation tools preferred Passion for using Emerging Technologies related to Big Data, Java and other frameworks A self-driven learner with the ability to quickly learn and apply new tools and techniques such as proprietary analytical software, data models and programming languages An ability to analyse and break down complex concepts and technical findings into clear and simple language for communication to team members and clients   We regret that only short-listed candidates will be notified."
188,PRICEWATERHOUSECOOPERS CONSULTING (SINGAPORE) PTE. LTD.,Technology Consulting Data Analytics - Senior Big Data Developer,"South, Central",Full Time,Executive,Information Technology,Government support available,"$4,000 ","$8,000 ",Monthly,/job/9a3ac2bfde74d676e6eb776db963382a,6-Apr-18,6-May-18,"Consulting  We help organisations to work smarter and grow faster. Our work is always evolving to respond to industry trends and management focus, and we combine our deep technical skills in response to our clients' changing needs. Over time, what we do remains closely linked with helping our clients improve the way they operate; innovate and grow; reduce costs; manage risks; leverage talent; and change the way they do business.  Our aim is to support our clients in designing, managing and executing lasting beneficial change. *Job Description Responsibilities We are looking for candidates who have experience in developing Big Data applications and Java based software. The ideal candidate should be agile in thinking, be an enthusiastic contributor with a drive to innovate and support the team. He/she should have strong communication, project and time management skills to work with diverse teams using an Agile delivery methodology.  This individual will support a range of client projects across different industries where he/she will apply his/her development and problem solving skill to solve our clientäó»s challenging problems.","Requirements  Below are the attributes and skills we look for in candidates, but donäó»t be discouraged if you donäó»t possess all or even most of them. We would still love to talk to you about joining our team.  Bachelor degree in Engineering or equivalent 3-6 years of experience in Big Data Technologies with DevOps Strong programming experience in Java/J2EE, Python, or Scala Hands-on experience as an individual contributor in Design, Development, Testing and Deployment of Big Data technologies based applications using Hadoop and Spark Experience in deployment and development on any Hadoop distros (e.g. Hortonworks, Cloudera) Experience in preparing and administration of Data Lakes and streaming and processing of Big Data from different data sources using Hadoop and related tools including HDFS, Mapreduce, Sqoop, Flume, Kafka, Pig, Hive, HBase, Solr, Storm and Spark Experience on NoSQL databases like MongoDB, Cassandra, HBase, DynamoDB and Redis Experience in creation of scalable distributed data products and solutions Experience with data warehousing, ETL, BI and data visualisation tools Experienced in deployment of high performance, scalable Big Data Hadoop clusters and applications on cloud infrastructure (e.g. Azure, AWS) Passion for using Emerging Technologies related to Big Data, Java and other frameworks A self-driven learner with the ability to quickly learn and apply new tools and techniques such as proprietary analytical software, data models and programming languages An ability to analyse and break down complex concepts and technical findings into clear and simple language for communication to team members and clients   We regret that only short-listed candidates will be notified."
189,ASHNIK PTE. LTD.,ETL and Data Integration Consultant - Open Source Technologies,"South, Central",Full Time,Executive,Information Technology,,,,,/job/cc524492d6c6122a939a674d18aa6b6e,6-Apr-18,6-May-18,"WHO WE AREŒæ: Established in 2009, Ashnik is a leading open source solutions and consulting company in South East Asia and India, with headquarters in Singapore. We enable Digital transformation for large enterprises through our design, architecting and solution skills. Over 100 large enterprises of the region have acknowledged our expertise in delivering solutions using key open source technologies. Our offerings form critical part of Digital transformation, Big Data platform, Cloud and Web acceleration and IT modernization. We represent EnterpriseDB, Pentaho, Docker, Couchbase, MongoDB, Elastic, Nginx as their key partners for the region. Our team members bring decades of experience in delivering confidence to enterprises in adopting open source software and are known for their thought leadership. As a team culture, Ashnik is a family for its team members. Each member brings in different perspective, new ideas and diverse background. Yet we all together strive for one goal äóñ to deliver best solution to our customer using open source software. We passionately believe in power of collaboration. Through an open platform of idea exchange we create vibrant environment for growth and excellence. THE POSITION : Ashnik is looking for talented and passionate people to be part of solutions and technologyŒæteam. You will be responsible for delivering ETL and data integrationŒæsolutions using Pentaho suite of products. This will include implementation and post production support. This role will grow into solution architect in coming times. LOCATIONŒæ: Singapore, Citizen/ PR preferred","RESPONSIBILITIES :Œæ  Implement the ETL and Data Integration solutionŒæusing Pentaho product Provide product and technology inputs during design phase Take part in customer meetings for technical, solution, product discussions and presentation Provide post implementation support Monitor and identify areas of performance improvement Contribute to internal knowledge base system, FAQs, troubleshooting, best practices etc. Become an expert on the product and stay up-to-date about new features.  QUALIFICATION AND EXPERIENCE :  Minimum 3 years of hands on experience inŒæETL and Data Integration implementation Experience with data dictionaries, data analysis and relational databases Be familiar with defining a data warehouse solution, multidimensional model, logical and physical models design,Œæ data types, staging process and its benefits, and different data warehouse design approaches (top-down, bottom-up) and schemas (Star, Snow Flakes, etc) Hands on experience in RDBMS, SQL and scripting Experience in Pentaho or similar ETL / data integration products. Experience inŒævirtulization and Linux environment Debugging and problem solving approach and attitude. Engineering or equivalent degree  ESSENTIAL SKILLS :Œæ  Ability to interact effectively with customers for understanding requirements Sense of ownership to deliver the solution Attention to details. Strong written and oral communication skills along with the ability to communicate technical concepts in a simple and concise manner.   "
