,Company,JobTitle,Location,EmploymentType,Seniority,Category,GovSupport,Minsalary,Maxsalary,Monthly,JobLink,PostedDate,ClosingDate,RoleResponsibility,Requirements
122,AXA INSURANCE PTE. LTD.,"Assistant Manager, Risk Management",Islandwide,Permanent,Middle Management,Advertising / Media ,Government support available,"$4,500 ","$7,000 ",Monthly,/job/e4271951595721a5e6735d61f9e82603,5-Apr-18,5-May-18,"The AXA Group is a worldwide leader in insurance and asset management, with 166,000 employees serving 103 million clients in 64 countries. AXA is the number 1 Global Insurance Brand for the 9th year running, and is also the number 1 insurance company in the Top 50 Most Innovative Companies. SeniorŒæSpecialist, Risk Management The Risk and Compliance team develops and advocates a sound, open and pro-active risk culture in AXA through working closely with functional units to identify, assess and manage key information technology, information and operational risks.Œæ Reporting to the Senior Risk Manager, you will identify, measure, monitor and manage all operational risks, including IT, information, outsourcing risks in AXA Singapore to minimize losses and negative impact. In addition, you will also support the implementation of the Internal Control Framework.Œæ A glimpse of your daily mission: Operational Risk  Risk and Control Self-Assessment (RCSA) validation Meeting with risk and control owners on risk register review and update on dashboard Organizing workshop sessions on RCSA. Review the effectiveness of existing controls design and operations using Macro-process.  Operational Risk Quantification Œæ  Assist in collection of data for quantification of key risks. Track all operational risk issues and action plans on a regular basis Support monthly Audit Risk and Compliance Committee reporting Support in sub-OR registers monitoring (Data, BCM, IT and Outsourcing)  Loss Data Reporting Œæ  Collection, investigation and reporting of loss incidents.Œæ Work with relevant stakeholders in identifying root causes and mitigation plans.  Key Risk Indicator Reporting  Collection and monitoring of Key Risk Indicatorsäó» trend.Œæ Work with relevant stakeholders to identify appropriate remedial actions where indicators exceed their thresholds.  IT Risk  IT Risk and Control Self-Assessment (RCSA) validation Review the effectiveness of existing controls design and operations by Macro-process Participate in Technology Risk Committee and IT meetings (where relevant), to support IT in assessing adherence to MAS TRM and Group Information Risk requirements  Fraud Risk  Fraud Data Reporting: Collection, investigation and reporting of material Fraud Incidents.Œæ ","Successful qualifier of this mission:  Degree in finance, accounting, or equivalent At least 4-6Œæyears relevant working experience in either operational or IT/ Information risk management area(s) High level of proficiency in Microsoft Office suite Proficient in MS Excel and Macros Accuracy and attention to detail Strong communicator (verbal and written) Thrives in a dynamic and fast paced environment Enjoys developing strong working relationships with business stakeholdersŒæ  Please send us your updated resume to hr@axa.com.sg As we are continuously looking for great talents like you, do share AXA career opportunities with other talents! Link for our website is https://www.axa.com.sg/about-axa/careers To all recruitment agenciesŒæAXA ONLY accept resumes from appointed agency under our Preferred Supplier List. Please do not forward resumes to our jobs alias, AXA employees, any AXA entities or company location. AXA is not responsible for any fees related to unsolicited resumes.Œæ Œæ"
123,AXA INSURANCE PTE. LTD.,"Senior Specialist, Risk Management",Islandwide,Permanent,Middle Management,Advertising / Media ,Government support available,"$3,500 ","$5,500 ",Monthly,/job/a37183713503ce111f827dd652678b47,5-Apr-18,5-May-18,"The AXA Group is a worldwide leader in insurance and asset management, with 166,000 employees serving 103 million clients in 64 countries. AXA is the number 1 Global Insurance Brand for the 9th year running, and is also the number 1 insurance company in the Top 50 Most Innovative Companies. SeniorŒæSpecialist, Risk Management The Risk and Compliance team develops and advocates a sound, open and pro-active risk culture in AXA through working closely with functional units to identify, assess and manage key information technology, information and operational risks.Œæ Reporting to the Senior Risk Manager, you will identify, measure, monitor and manage all operational risks, including IT, information, outsourcing risks in AXA Singapore to minimize losses and negative impact. In addition, you will also support the implementation of the Internal Control Framework.Œæ A glimpse of your daily mission: Operational Risk  Risk and Control Self-Assessment (RCSA) validation Meeting with risk and control owners on risk register review and update on dashboard Organizing workshop sessions on RCSA. Review the effectiveness of existing controls design and operations using Macro-process.  Operational Risk Quantification Œæ  Assist in collection of data for quantification of key risks. Track all operational risk issues and action plans on a regular basis Support monthly Audit Risk and Compliance Committee reporting Support in sub-OR registers monitoring (Data, BCM, IT and Outsourcing)  Loss Data Reporting Œæ  Collection, investigation and reporting of loss incidents.Œæ Work with relevant stakeholders in identifying root causes and mitigation plans.  Key Risk Indicator Reporting  Collection and monitoring of Key Risk Indicatorsäó» trend.Œæ Work with relevant stakeholders to identify appropriate remedial actions where indicators exceed their thresholds.  IT Risk  IT Risk and Control Self-Assessment (RCSA) validation Review the effectiveness of existing controls design and operations by Macro-process Participate in Technology Risk Committee and IT meetings (where relevant), to support IT in assessing adherence to MAS TRM and Group Information Risk requirements  Fraud Risk  Fraud Data Reporting: Collection, investigation and reporting of material Fraud Incidents.Œæ ","Successful qualifier of this mission:  Degree in finance, accounting, or equivalent At least 2-4 years relevant working experience in either operational or IT/ Information risk management area(s) High level of proficiency in Microsoft Office suite Proficient in MS Excel and Macros Accuracy and attention to detail Strong communicator (verbal and written) Thrives in a dynamic and fast paced environment Enjoys developing strong working relationships with business stakeholdersŒæ  Please send us your updated resume to hr@axa.com.sg As we are continuously looking for great talents like you, do share AXA career opportunities with other talents! Link for our website is https://www.axa.com.sg/about-axa/careers To all recruitment agenciesŒæAXA ONLY accept resumes from appointed agency under our Preferred Supplier List. Please do not forward resumes to our jobs alias, AXA employees, any AXA entities or company location. AXA is not responsible for any fees related to unsolicited resumes.Œæ Œæ"
124,GOVERNMENT TECHNOLOGY AGENCY,"Senior Solution Architect, IoT",Central,Full Time,Senior Executive,Banking and Finance ...,,,,,/job/046782494f01d2ca2885a844e5279c76,5-Apr-18,20-May-18,"Œæ  Singapore is transforming itself into a Smart Nation, and the Smart Nation Sensor Platform is GovTechäó»s core initiative to build the next generation enabling infrastructure to support Singaporeäó»s Smart Nation vision. GovTech aims to evaluate and build a pervasive sensor network with the purpose of collecting and sharing environmental and daily activity data and thereby reacting to improve peopleäó»s life. As part of the Smart Nation Sensor Platform team, you will be responsible for architecting and solutioning the Internet of Things (IoT) design for the Smart Nation Sensor Platform. You are willing to learn and apply new technologies, and ensure successful implementations ultimately. What to expect:  Work with the various internal teams to design and architect the end-to-end infrastructure solution within the Smart Nation Sensor Platform.Œæ Collect, review, interpret detailed IoT use cases requirements specifications and translate them to the data and system flow diagrams based on the end to end architecture. Propose architectural design in alignment with business requirements and able to justify technically the design considerations between the different available technologies.Œæ Assess, review, test and implement vendor proposed solutions and report on delivery commitments to ensure solutions are implemented as expected and to agreed timeframes.Œæ Manage internal and external teams in the implementation of architectural design changes and new service deployments by identifying system, infrastructure and project interdependencies and balance competing demands to ensure project deliverables are achieved.  How to succeed:  Candidates must possess at least a Bacheloräó»s degree in Electrical Engineering and/or Computer Engineering/Science or equivalent.Œæ At least 7 years as a solution architect with good understanding of system and network architectures Ability to design and stitch end-to-end system and data flow design from the IoT sensors all the way to the backend applications and able to integrate between different types of IoT protocols and standards.Œæ Exposure to middleware and different messaging technologies like MQTT, DDS and OPC-UA Working experience in architecting private/public cloud systems Strong stakeholdersäó» management and engagement with ability to work closely with the project management team.Œæ Self-Starter and able to motivate others to collaborate effectively.Œæ Possess strong written, verbal and presentation skills is required.  Pluses+  Experience in designing and implementing discrete sensors to communicate with middleware systems for aviation, military and medical systems.Œæ Experience in fog or cloud computing, networking design or on-premises systems of a sizable scale. Exposure to sensors, data communication technologies like wireless, cellular, wired, and other technologies like virtualization, containers, etc. Understanding of various software development methodologies such as Agile and DevOps.   Œæ",-
125,NANYANG TECHNOLOGICAL UNIVERSITY,Research Engineer,Central,Full Time,Senior Executive,Banking and Finance ...,,"$3,200 ","$3,800 ",Monthly,/job/b9f4f7584d18a0f176e5f28cef8218b1,5-Apr-18,5-May-18,Energy Research Institute @ NTU is currently looking for a candidate to join them as a Research Engineer. Responsbilities  To develop and implement blockchain data management framework for energy trading To develop and implement data processing and communication infrastructure both software and hardware to support blockchain data management To develop machine learning algorithms for distributed energy trading To integrate and to test the infrastructure and algorithm for blockchain data management for energy trading ," Candidate must possess at least a Bachelor degree in Computer Science, Computer Engineering, or Electrical Engineering Work experience in computer system integration, power grid, software development, and cyber security Research experience with good publication would be considered an added advantage. "
126,CUBEE PTE. LTD.,HEAD OF BUSINESS DEVELOPMENT,Central,Full Time,Senior Executive,Banking and Finance ...,Government support available,"$5,000 ","$7,000 ",Monthly,/job/f9417eafb8de3c28cb48251d7ab1f732,5-Apr-18,5-May-18,"Responsibility 1. The key management role of the AI R&D Center in Singapore 2. Utilize Artificial Intelligence (AI) and big data analysis methods to work within cross-functional teams to engage the internal clients and broader customer base, comprehend the internal client's problems, develop strategic analytical products, support requirements analysis, inform the creation of strategic plans for business transformation, including understanding clients' most complex business challenges, architecting a solution that delivers a measurable outcome, testing the solution, and implementing the transformation. 3. Extract qualitative and quantitative relationships, including patterns and trends from a wide variety of data. 4. Must possess excellent reading, writing and verbal skills using the English and Chinese language 5. Use technical and analytical expertise to explore and examine data from multiple disparate Big Data sources with the goal of discovering patterns and previously hidden insights that can provide a competitive advantage or address a pressing mission problem. 6. Contribute to the development of strategies for deploying AI techniques into existing business, development of road map and requirements analysis considering both AI and business potential analysis. 7. Develop new concepts and experiments for variety of these ideas, translate these ideas into executable action plans, and communicate these plans to a diverse client base. Basic","Requirement 1. Bachelors Degree in Computer Science, Electrical Engineering, statistics or related quantitative discipline with a focus on Machine Learning/AI/Reinforcement learning or related areas with at least 5 years of experience 2. Strong background in two or more of the following areas: machine learning/AI algorithms, computations/statistical learning theory, scalable systems (e.g. Spark, Hadoop), large scale data analysis, optimization, functional analysis and deep learning. 3. A demonstrable track record of developing novel algorithms, solutions and delivered/deployed projects in the area preferred. 4. A sense of ambition and passion to change the world using AI and machine Learning"
127,STANDARD CHARTERED BANK,"Associate, FCC, Monitoring and Surveillance Infrastructure",Central,Full Time,Senior Executive,Banking and Finance ...,Government support available,"$4,000 ","$8,000 ",Monthly,/job/5263aac77db2428cf9fdb02c68331687,4-Apr-18,19-Apr-18,"Job Description We are currently looking for an Associate to do the following:  ŒæIdentify, design and test detection scenario (DS) models to improve quality of alerts generated. Propose thresholds by identifying patterns using data mining techniques and advanced algorithms on customer data, transactional data and sanctions datasets. Look for areas of opportunity in a bid to optimize operations. Maintain dashboards and metrics that allow FCC to dynamically monitor operational metrics.Œæ Provide analytic insights into system optimizationŒæ and provide assistance to the Product management functions and teams Assist in translation of business and production requirements from the business community for the FCC Analytics team.  Job Responsibilities Risk Management (Responsibilities Under Risk ManagementŒæ Framework äóñ both execution and supervisory)Œæ äó¢ŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæ Understand technical aspects of systems relevant to CDD, Client Risk Assessments, Name and Transaction Screening, AML Monitoring and Case Management [EDIT IF REQUIRED]. äó¢ŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæ ŒæApply risk and data analytic tools/techniques to optimise and tune relevant detection scenarios, and screening and monitoring systems. äó¢ŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæ ŒæAlign/support with the alignment of relevant systems and controls to industry best practice and close out any compliance gaps. äó¢ŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæ ŒæEstablish and maintain watch lists used for customer and transaction screening and various other due diligence and investigative purposes (local/regional internal and external). äó¢ŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæ ŒæEnsure that the relevant lists and database as used by the screening systems are up to date. äó¢ŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæ ŒæApply Group and FCC policies and processes (AML surveillance, client screening, risk assessment) to manage risks. Regulatory & Business conduct äó¢ŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæ Display exemplary conduct and live by the Groupäó»s Values and Code of Conduct.Œæ äó¢ŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæ Take personal responsibility for embedding the highest standards of ethics, including regulatory and business conduct, across Standard Chartered Bank. This includes understanding and ensuring compliance with, in letter and spirit, all applicable laws, regulations, guidelines and the Group Code of Conduct. äó¢ŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæ Lead the PMM to achieve the outcomes set out in the Bankäó»s Conduct Principles: Fair Outcomes for Clients; Effective Operation of Financial Markets; Financial Crime Prevention;Œæ The Right Environment äó¢ŒæŒæŒæŒæŒæŒæŒæŒæŒæŒæ Effectively and collaboratively identify, escalate, mitigate and resolve risk, conduct and compliance matters.","Job Requirements: LEADERSHIP COMPETENCIES Spot Opportunities - Individual Contributor Solve Problems - Individual Contributor Take the Lead - Individual Contributor Build Resilience - Individual Contributor Collaborate - Individual Contributor Communicate - Individual Contributor Deliver Sustainably - Individual Contributor Achieve ResultsŒæŒæŒæŒæŒæŒæŒæŒæŒæ - Individual Contributor TECHNICAL COMPETENCIES Compliance Policies and Standards - Entry Compliance Advisory - Core Surveillance (including Screening and Monitoring) - Advanced Investigations - Entry Manage Change - Advanced How to Apply Please visit - https://scb.taleo.net/careersection/ex/jobdetail.ftl?job=1800009184&lang=en Œæto apply now and take the next step in fulfilling your potential. You can search and view current opportunities across our global organisation and apply immediately by visiting www.standardchartered.com. To help speed up your application, please note the following:  You will need to log in (or register if you are visiting our careers site for the first time) before you can apply for a specific role Some roles may require you to undertake an online talent assessment in addition to completing the application form (to facilitate this process it is preferable that you provide us with an email address as part of your contact information) We will ask you about your education, career history and skills and experience, it may be helpful to have this information at hand when completing your application  It usually takes 15 - 20 minutes to complete the application form; you can save your application at any time and return to complete it at your convenience. Diversity & Inclusion Standard Chartered is committed to diversity and inclusion. We believe that a work environment which embraces diversity will enable us to get the best out of the broadest spectrum of people to sustain strong business performance and competitive advantage. By building an inclusive culture, each employee can develop a sense of belonging, and have the opportunity to maximise their personal potential. Œæ"
128,NANYANG TECHNOLOGICAL UNIVERSITY,Research Engineer,West,Permanent,Manager,Information Technology ...,Government support available,"$3,200 ","$6,000 ",Monthly,/job/c6ab56b93923d8d1eff27f2545013019,4-Apr-18,4-May-18,"Background DMAL at Nanyang Technological University, Singapore, is seeking one motivated research engineer in the area of cloud computing platform and applications. Areas of interest include, but are not limited to, äó¢ŒæŒæ ŒæData Centre Infrastructure Management and Operations äó¢ŒæŒæ ŒæMedia Processing and Content Distribution Network äó¢ŒæŒæ ŒæResponsive Web Design and Implementation äó¢ŒæŒæ ŒæBig-Data Platforms and Algorithms äó¢ŒæŒæ ŒæMobile Application Development  Responsibilities: The research engineer is expected to serve as a system architect for system prototype(s) for data centre management and operational software, mobile cloud media applications, and big-data applications. He/she has opportunities to collaborate with top researchers and engineers around the world.","Applicants for these positions should satisfy the following requirements  Bachelor degree in computer science, computer engineering, electrical engineering, information systems or a related discipline Knowledge in computer networks, data structure, system deployment, and software engineering, etc. Strong programming skills on C++, Java, and Python over Linux; Prior experience with open-source software packages (e.g., Openstack, Cloudstack, Openflow, Apache, Hadoop, Spark, etc) Ability to work in a dynamic start-up environment Prior background on large-scale Internet system is a must Proficient with English language as candidate will be required to read and write documents and reports  Candidate(s) with industrial experience are particularly encouraged to apply."
129,SGTech,information technology,West,Permanent,Manager,Information Technology ...,,,,Monthly,/job/a7644cd22c9d45fb6d14ed9d7b385ab5,4-Apr-18,4-May-18,"talentguruŒæ(www.talentguru.org) is a skills-based career development platformŒæpowered by data science that focuses on creating a sustainable job market for Singaporeäó»s Tech industry with the aimŒæto address the challenges of a skills gap and talent shortage in the digital sector.Œæ Explore skills required for each job position and map your career pathways. Internship and career opportunities are available for tech and non-tech positions eg. Business, Marketing. Some of the hiring companies include Shopee, Mining Rig Club, CrimsonLogic, Hanalytics, NTUC LearningHub and more. Many startups and SMEs in the tech industry are hiring for the below positions. TECH INTERNSHIP (Skills required)  Associate Information Security Consultant (ASP.NET, C#, VB, PHP, JAVA, SQL database etc) Full-stack Developer Intern (Javascript, HTML, CSS, React JS, Photoshop) Web Application Developer Intern (Angular JS, Java, Content Management Systems) Android Developer Intern (Java, Android Development, JavaScript) Network Engineer InternŒæ(VPN, server, IT) Web Development Intern (PHP, MySQL, CSS, HTML, JavaScript, Object Oriented programming) Web Developer Intern (Java, JavaScript, HTML, CSS) Junior IT Engineer (Hardware installation, troubleshooting, computer maintenance and repair) IT Generalist Intern (Basic HTML, Basic JavaScipt) Software Engineer Intern (Java, JavaScript, HTML, PHP) Robotic Process Automation Associate (C#, Basic, HTML, CSS, JavaScript) Cybersecurity Research Intern (Networking, Cyber Security) Video Content Intern (After effects, Photoshop, Adobe Illustrator)  Œæ FULL-TIME TECH CAREERS (Skills required)  Software Engineer (React, Nodejs, IndexedDB, Redux) Systems Engineer (AWS Cloud, Linux systems) Desktop Deployment Engineer (Microsoft Windows, IT product knowledge) IT Network Technician (PC Troubleshooting, Operating system, Network) Junior Accounts Manager [S1]Œæ(CRM software, MS Office) Product Management Associate (UI, UX, Product design, Project Management) Data Center Site Lead/ Manager (Linux, Windows, Networking) Mobile App Designer (iOS/Andriod web designing, HTML, CSS, JavaScript) Junior Programmer/ Software Developer (C++, C, Java, Python, JavaScript, PHP) IT Executive (PHP, MySQL) VR Gameplay Programmer (C++, C#, Java, Net) Mobile App/ Web Developer (ASP.NET, HTML, HTML5, CSS, JavaScript, PHP) Data Analyst (Python, SQL) Data Scientist (Applied Mathematics, Analysis) Technical Support Engineer (Server administration, IT Support) ","For more details, visit talentguru.org or write to talent@sgtech.org.sg if you are unable to find an internship to your preference."
130,RESORTS WORLD AT SENTOSA PTE. LTD.,"Assistant Manager  /  Senior Executive, Human Resource Information System (PeopleSoft)",Central,Contract ...,Professional,Engineering ...,Government support available,,,,/job/2b97cc0bde61e389cbff2873741ea99b,4-Apr-18,4-May-18," Provide support for HR systems, including PeopleSoft HRMS and Virtual Roster time management system. Such support includes but is not limited to system configuration, data patches, reports creation, problem analysis, researching and resolving operational issues.  Analyze and determine business requirements including process design, functional requirement, data management, testing and production operations.   Participate in HRIS UATs to ensure solutions are aligned with the business requirement.   Write, maintain and support a variety of reports or queries utilizing appropriate reporting tools.   Develop user procedures, guidelines and documentation and train users on new processes.   Ensure data integrity in systems by running queries and analyzing data.  "," Preferably Degree in Computer Science or related discipline, with minimum 3 years of relevant experience in HRIS.  Experience in PeopleSoft HRMS is a must.   Experience in full life cycle project activities is preferred.  Able to multi-task in a fast-paced working environment. "
131,A*STAR RESEARCH ENTITIES,Research Engineer /  Senior Research Engineer (Human Language Technology)  /  I2R (A*STAR),Central,Contract ...,Professional,Engineering ...,,"$3,400 ","$6,800 ",Monthly,/job/e0bfd9aa4f4ca109011efd58de36a301,4-Apr-18,4-May-18,"About the Institute for Infocomm Research (IŒ_R) The Institute for Infocomm Research (IŒ_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singaporeäó»s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg We are looking for strong software engineers that are interested in system development and technology applications in machine learning, natural language processing, human language technology and artificial intelligence.ŒæSuccessful candidate will conduct data analysis, model multi-modal data, and develop state-of-the-art human-machine interfaces."," Minimum BachelorŒæin Computer Science, Electrical and Computer Engineering or Machine Learning. Experience in one or more of the following areas is a plus: 	 Natural language processing Information retrieval Spoken language processing Dialogue modeling   Experience in corporate or application oriented environments is a plus Strong programming and scripting abilities (e. g. Perl, Bash, C/C++, Java, Python, R, MATLAB) Experience with TensorFlow, PyTorch, KGras, Kaldi, or Caffe is a plus Familiar with Linus Solid analytical skills and critical thinking Ability to work independently Team player Good communication skills for proposals, reports and publications "
132,GOOGLE ASIA PACIFIC PTE. LTD.,"Strategy and Insights Analyst, Agency Business Development - Singapore",Islandwide,Full Time,Senior Management,Information Technology,Government support available,"$10,250 ","$17,083 ",Monthly,/job/753ab55d7af60ff6bf64eb0703989b6a,4-Apr-18,4-May-18,"Company overview: Google is not a conventional company, and we donäó»t intend to become one. True, we share attributes with the worldäó»s most successful organizations äóñ a focus on innovation and smart business practices comes to mind äóñ but even as we continue to grow, weäó»re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: Global Agency & Global Accounts (GAGA) The Global Agency & Global Accounts (GAGA) group is the link between Google and its top global agency and client partners. GAGA teams help identify, develop and shape global client and agency engagement across a full suite of media, technology and platform products. Our goal is to accelerate client success and help our partners transform their businesses through product adoption, digital capability development, joint business planning and country benchmarking. The role: Strategy and Insights Analyst, Agency Business Development - Singapore Businesses that partner with Google come in all shapes, sizes and market caps, and no one Google advertising solution works for all. Your knowledge of online media combined with your communication skills and analytical abilities shapes how new and existing business grow. Using your influencing and relationship-building skills, you provide Google-caliber client service, research and market analysis. You anticipate how decisions are made, persistently explore and uncover the business needs of Google's key clients and understand how our range of product offerings can grow their business. Working with them, you set the vision and the strategy for how their advertising can reach thousands of users. As a Strategy and Insights Analyst, you'll be transforming and advancing the Agency ecosystem in APAC with Google as a key enabler. You'll work to get underneath growth metrics, challenging our agency partners and the broader media industry to help inform our Go-to-Market solutions in the areas of performance, content, measurement and Cloud.Œæ  Youäó»ll team up with regional and local agency business leaders and Product Specialists to dissect business challenges end-to-end, from product through to finance, growth, retention, operations and acquisition. Youäó»ll provide quantitative support, business understanding and a strategic perspective to the APAC organization while representing the agency business. You will serve as an analytics expert for our agency business leaders, using numbers to help them make sound business decisions. Responsibilities:  Provide quantitative support and serve as a data analytics expert for Googleäó»s agency business leaders. Develop comprehensive understanding of Google data structures, sources and metrics. Work with large, complex data sets. Solve difficult, non-routine analytical problems, applying rigorous analytical methods as needed. Conduct end-to-end analysis that includes data gathering, processing, analysis, synthesizing and presentations to multiple stakeholders. ","Minimum qualifications:  6 years of work experience in financial/quantitative analysis or consulting. Experience working with quantitative financial modeling and reporting.  Preferred qualifications:  Experience working with SQL and statistical coding (e.g. R, C/C++, Python, SAS, Matlab, etc). Experience working on A/B experiments. Experience in management consulting, corporate strategy, product planning and market research. Demonstrated bias towards action and detail; able to self-direct work in an unstructured environment. Highly self-directed, an effective individual contributor and a team player. Effective partnership and collaboration skills with cross-functional teams. Distinctive problem solving and analysis skills, combined with excellent business judgment and leadership. Ability to communicate effectively with stakeholders. "
133,X-TRA COMMUNICATION PTE. LTD.,Field Engineer,Islandwide,Full Time,Senior Management,Information Technology,,,,,/job/4c3c3700ba0c1409df591c38c2d2aac5,4-Apr-18,4-May-18," Performs monitoring of the Production/QA/DEV batch schedule execution, system activity and health of all hardware systems located in the Data Centers, and environmental controls for the Data Centers and related infrastructure. Coordinates with internal resources to implement new or updated batch jobs and operational services. Responds to and resolves service issues through the ticketing system and escalations from other support groups using standardized processes and methodologies. Maintains and updates information related to key performance indicators. Implementation and configuration of HPDP backup solution on Windows. Installation and configuration of HPDP cell manager onŒæOS. Assists in the research and coordination for permanent schedule modifications and updates to operational documentation and procedures to support the business processing requirements. Provides assistance to business area associates for scheduling requests, temporary schedule modifications and resolving issues as required. Manages media movement documentation, prepare removable magnetic media for shipment, and coordinate with vendor for movement, storage, and emergency recall of media. Monitors alerting tools and respond to system alerts/messages as required, and Ensures established security protocols and procedures are followed to maintain the integrity of the Data Centers and corporate data. "," Nitec/Diploma/Degree in IT (or equivalent experience) RelevantŒæwork experience in a position supporting infrastructure data center operation and server administration Familiarity with monitoring tools (HP Openview monitoring, ManageEngine) Experience in implementing network request and solutions (e.g., firewalls, Intrusion Detection Services/Intrusion Prevention Services, Antivirus etc.) in enterprise environments Experience with MS Windows 2008/2012 R2, MS Cluster, MS Operating System installation, VMware Support of software and related products, i.e. HP Data protector, Symantec AV, SAP, etc. Ability to adapt to a dynamic work environment Effective written and verbal communication skills Ability to develop strong client relationships Normal office hours (Mon to Fri) with 24 x 7 standby. May require for weekend support during scheduled maintenance Ability to work under pressure "
134,NATIONAL CANCER CENTRE OF SINGAPORE PTE LTD,Coordinator (Research Database),West,Full Time,Manager ...,Banking and Finance,Government support available,"$2,550 ","$4,630 ",Monthly,/job/c63e154c2317e23fcf0d4638d117cc7e,3-Apr-18,3-May-18,"You will work closely with doctors and other professions to manage databases. This will include assisting in the design of the database, the abstraction of data from case sources, entry of data into the databases, control of quality of data, and other aspects of maintenance. You shall be involved in the analysis of data, preparation of presentations, and other assigned projects. Œæ"," äó¢ŒæŒæŒæŒæŒæŒæ Degree/Polytechnic Diploma in Nursing/Health Sciences äó¢ŒæŒæŒæŒæŒæŒæ Work experience in health care sector would be an advantage äó¢ŒæŒæŒæŒæŒæŒæ Strong organisational, interpersonal and problem solving skills äó¢ŒæŒæŒæŒæŒæŒæ Meticulous äó¢ŒæŒæŒæŒæŒæŒæ Team player"
135,AIRBNB SINGAPORE PRIVATE LIMITED,Law Enforcement Response Lead,West,Full Time,Manager ...,Banking and Finance,Government support available,"$5,333 ","$10,000 ",Monthly,/job/e4b2b3b2f67962669410528667cb554b,3-Apr-18,3-May-18,"Airbnb is a community built on trust, and the Trust and Safety Team are looking for a Law Enforcement Response Manager to build on our LE response to agencies across APAC. This individual should be committed to protecting user data while ensuring our community remains a trustworthy environment. The Law Enforcement Engagement Team keeps your personal data safe, identifies threats to the community and takes appropriate action. Our work takes a unique blend of vigilance, ingenuity, adaptability, and empathy. Are you interested in working alongside our Legal, Public Policy and Communications teams, as well as collaborating globally with other cross-functional partners to provide world-class support to a high functioning team? We are looking for an enthusiastic, passionate and personable candidate to respond to Œæa range of key officials and Government agencies, driving strategic safety efforts and coordinating enforcement responses with law enforcement in the region.   Duties and Responsibilities  Manage a small team of LE response agents and how we respond to law enforcement and governmental authorities across the APAC region Work closely with our Legal teams on Airbnbäó»s response to law enforcement authorities, regulators and legislators requests for user data Work with Airbnb Trust and Safety teams to develop and refer relevant matters to law enforcement authorities Assist Airbnbäó»s wider Law Enforcement team in the development and execution of policies relating to the processing of legal requests from law enforcement authorities Track, analyze and accurately respond to a variety of legal requests for user data working directly with law enforcement authorities, government agencies and court officials including search warrants, court orders, international requests and subpoenas ","Experience and skills  7+ years of relevant work experience, including 2 years hands-on management experience or relevant senior level LE response function at a similar company or policing agency. Knowledge and experience related to data protection legislation and online investigations Experience working with data protection authorities, financial institutions, and policing agencies Flexibility and willingness to travel and work off hours, including weekends and occasionally holidays, in order to support emergency matters and interact with globally based company employees Strong written and verbal communication skills Second APAC language preferred "
